gene_symbol,string_id
SERPINB8,9606.ENSP00000331368
SERPINE1,9606.ENSP00000223095
SERPINE2,9606.ENSP00000415786
SERPING1,9606.ENSP00000278407
SERPINH1,9606.ENSP00000434412
SERTAD1,9606.ENSP00000350633
SERTAD3,9606.ENSP00000375882
SESN1,9606.ENSP00000393762
SET,9606.ENSP00000361777
SF3A1,9606.ENSP00000215793
SF3A3,9606.ENSP00000362110
SF3B3,9606.ENSP00000305790
SFMBT1,9606.ENSP00000378235
SFN,9606.ENSP00000340989
SFPQ,9606.ENSP00000349748
SFRP1,9606.ENSP00000220772
SFRP4,9606.ENSP00000410715
SGCA,9606.ENSP00000262018
SGCB,9606.ENSP00000370839
SGCD,9606.ENSP00000338343
SGCE,9606.ENSP00000496268
SGCG,9606.ENSP00000218867
SGK1,9606.ENSP00000356832
SGMS1,9606.ENSP00000354829
SGMS2,9606.ENSP00000378176
SH2B1,9606.ENSP00000321221
SH2B2,9606.ENSP00000440273
SH2B3,9606.ENSP00000345492
SH3BGR,9606.ENSP00000332513
SH3BGRL2,9606.ENSP00000358853
SH3BP5,9606.ENSP00000373301
SHC1,9606.ENSP00000401303
SHE,9606.ENSP00000307369
SHMT1,9606.ENSP00000318868
SHMT2,9606.ENSP00000333667
SHOX2,9606.ENSP00000374240
SHROOM1,9606.ENSP00000367950
SHROOM2,9606.ENSP00000370299
SIAH1,9606.ENSP00000349156
SIAH2,9606.ENSP00000322457
SIDT1,9606.ENSP00000377416
SIDT2,9606.ENSP00000314023
SIGMAR1,9606.ENSP00000277010
SIK1,9606.ENSP00000270162
SIPA1L1,9606.ENSP00000450832
SIRPA,9606.ENSP00000478763
SIRT1,9606.ENSP00000212015
SIRT2,9606.ENSP00000249396
SIRT6,9606.ENSP00000337332
SIT1,9606.ENSP00000259608
SKAP2,9606.ENSP00000005587
SKI,9606.ENSP00000367797
SKIL,9606.ENSP00000415243
SKP1,9606.ENSP00000231487
SKP2,9606.ENSP00000274255
SLA,9606.ENSP00000394049
SLAMF1,9606.ENSP00000438406
SLAMF7,9606.ENSP00000357022
SLBP,9606.ENSP00000417686
SLC10A3,9606.ENSP00000263512
SLC11A2,9606.ENSP00000378364
SLC12A2,9606.ENSP00000262461
SLC12A4,9606.ENSP00000395983
SLC16A1,9606.ENSP00000441065
SLC16A3,9606.ENSP00000463978
SLC16A6,9606.ENSP00000319991
SLC16A7,9606.ENSP00000448071
SLC19A1,9606.ENSP00000308895
SLC19A2,9606.ENSP00000236137
SLC1A1,9606.ENSP00000262352
SLC1A2,9606.ENSP00000278379
SLC1A4,9606.ENSP00000234256
SLC1A5,9606.ENSP00000444408
SLC20A1,9606.ENSP00000272542
SLC22A4,9606.ENSP00000200652
SLC22A5,9606.ENSP00000402760
SLC23A1,9606.ENSP00000302851
SLC23A2,9606.ENSP00000368637
SLC24A3,9606.ENSP00000333519
SLC25A1,9606.ENSP00000215882
SLC25A10,9606.ENSP00000446242
SLC25A11,9606.ENSP00000225665
SLC25A12,9606.ENSP00000388658
SLC25A13,9606.ENSP00000400101
SLC25A17,9606.ENSP00000390722
SLC25A19,9606.ENSP00000385312
SLC25A20,9606.ENSP00000326305
SLC25A23,9606.ENSP00000301454
SLC25A28,9606.ENSP00000359526
SLC25A3,9606.ENSP00000228318
SLC25A37,9606.ENSP00000429200
SLC25A38,9606.ENSP00000497532
SLC25A4,9606.ENSP00000281456
SLC25A5,9606.ENSP00000360671
SLC25A6,9606.ENSP00000370808
SLC26A2,9606.ENSP00000286298
SLC27A1,9606.ENSP00000252595
SLC27A2,9606.ENSP00000267842
SLC27A5,9606.ENSP00000263093
SLC29A1,9606.ENSP00000498610
SLC29A2,9606.ENSP00000440329
SLC29A3,9606.ENSP00000362285
SLC2A1,9606.ENSP00000416293
SLC2A3,9606.ENSP00000075120
SLC2A4,9606.ENSP00000320935
SLC2A5,9606.ENSP00000366641
SLC2A6,9606.ENSP00000360966
SLC2A8,9606.ENSP00000362469
SLC30A1,9606.ENSP00000355968
SLC30A5,9606.ENSP00000379836
SLC31A1,9606.ENSP00000363329
SLC35A3,9606.ENSP00000359172
SLC35B1,9606.ENSP00000497423
SLC35B2,9606.ENSP00000377401
SLC35D1,9606.ENSP00000235345
SLC37A1,9606.ENSP00000344648
SLC37A4,9606.ENSP00000476176
SLC38A1,9606.ENSP00000449756
SLC38A2,9606.ENSP00000256689
SLC38A3,9606.ENSP00000481301
SLC39A6,9606.ENSP00000269187
SLC39A8,9606.ENSP00000378310
SLC3A2,9606.ENSP00000367123
SLC46A3,9606.ENSP00000370192
SLC5A6,9606.ENSP00000310208
SLC66A2,9606.ENSP00000380880
SLC66A3,9606.ENSP00000295083
SLC6A12,9606.ENSP00000399136
SLC6A14,9606.ENSP00000470801
SLC6A6,9606.ENSP00000481625
SLC6A8,9606.ENSP00000253122
SLC6A9,9606.ENSP00000353791
SLC7A1,9606.ENSP00000370128
SLC7A11,9606.ENSP00000280612
SLC7A2,9606.ENSP00000004531
SLC7A5,9606.ENSP00000261622
SLCO2A1,9606.ENSP00000311291
SLIT2,9606.ENSP00000422591
SLIT3,9606.ENSP00000332164
SLN,9606.ENSP00000435380
SLPI,9606.ENSP00000342082
SMAD1,9606.ENSP00000305769
SMAD2,9606.ENSP00000262160
SMAD3,9606.ENSP00000332973
SMAD5,9606.ENSP00000441954
SMAD6,9606.ENSP00000288840
SMAD7,9606.ENSP00000262158
SMARCC1,9606.ENSP00000254480
SMC1A,9606.ENSP00000323421
SMC2,9606.ENSP00000286398
SMC3,9606.ENSP00000354720
SMC4,9606.ENSP00000341382
SMC6,9606.ENSP00000404092
SMOX,9606.ENSP00000478305
SMPDL3A,9606.ENSP00000357425
SMS,9606.ENSP00000385746
SMTN,9606.ENSP00000484398
SMURF1,9606.ENSP00000354621
SMURF2,9606.ENSP00000262435
SNAI2,9606.ENSP00000020945
SNAP23,9606.ENSP00000249647
SNAP25,9606.ENSP00000254976
SNAPC4,9606.ENSP00000298532
SNAPC5,9606.ENSP00000319597
SNCA,9606.ENSP00000500990
SNCG,9606.ENSP00000361087
SNN,9606.ENSP00000329287
SNRPA,9606.ENSP00000243563
SNRPA1,9606.ENSP00000254193
SNRPB,9606.ENSP00000412566
SNRPB2,9606.ENSP00000246071
SNRPD1,9606.ENSP00000300413
SNRPD2,9606.ENSP00000342374
SNRPD3,9606.ENSP00000215829
SNRPG,9606.ENSP00000393388
SNTB1,9606.ENSP00000378965
SNX10,9606.ENSP00000395474
SNX14,9606.ENSP00000313121
SNX2,9606.ENSP00000368831
SNX24,9606.ENSP00000261369
SNX9,9606.ENSP00000376024
SOCS1,9606.ENSP00000496577
SOCS2,9606.ENSP00000481249
SOCS3,9606.ENSP00000330341
SOCS5,9606.ENSP00000305133
SOD1,9606.ENSP00000270142
SOD2,9606.ENSP00000446252
SOD3,9606.ENSP00000371554
SORBS1,9606.ENSP00000360293
SORBS2,9606.ENSP00000347852
SORBS3,9606.ENSP00000240123
SORD,9606.ENSP00000267814
SOS1,9606.ENSP00000384675
SOWAHC,9606.ENSP00000365830
SOX10,9606.ENSP00000380093
SOX9,9606.ENSP00000245479
SP1,9606.ENSP00000329357
SP110,9606.ENSP00000258381
SPAG4,9606.ENSP00000363391
SPAG5,9606.ENSP00000323300
SPARC,9606.ENSP00000231061
SPARCL1,9606.ENSP00000414856
SPATA6,9606.ENSP00000360913
SPC24,9606.ENSP00000465075
SPC25,9606.ENSP00000282074
SPCS1,9606.ENSP00000233025
SPCS3,9606.ENSP00000427463
SPDEF,9606.ENSP00000363149
SPEG,9606.ENSP00000311684
SPHK1,9606.ENSP00000313681
SPHK2,9606.ENSP00000469158
SPI1,9606.ENSP00000227163
SPINT2,9606.ENSP00000301244
SPOCK1,9606.ENSP00000378401
SPOCK2,9606.ENSP00000321108
SPON1,9606.ENSP00000460236
SPOP,9606.ENSP00000377001
SPP1,9606.ENSP00000378517
SPPL2A,9606.ENSP00000261854
SPR,9606.ENSP00000234454
SPRED2,9606.ENSP00000348753
SPRY2,9606.ENSP00000366306
SPRY4,9606.ENSP00000344967
SPSB1,9606.ENSP00000330221
SPTAN1,9606.ENSP00000487444
SPTBN1,9606.ENSP00000349259
SPTBN2,9606.ENSP00000432568
SQLE,9606.ENSP00000265896
SQOR,9606.ENSP00000456019
SQSTM1,9606.ENSP00000374455
SRC,9606.ENSP00000362680
SRD5A1,9606.ENSP00000274192
SRD5A3,9606.ENSP00000264228
SREBF2,9606.ENSP00000354476
SRF,9606.ENSP00000265354
SRGN,9606.ENSP00000242465
SRI,9606.ENSP00000265729
SRM,9606.ENSP00000366156
SRP14,9606.ENSP00000267884
SRP19,9606.ENSP00000424870
SRP9,9606.ENSP00000305230
SRPK1,9606.ENSP00000362931
SRPRA,9606.ENSP00000328023
SRPRB,9606.ENSP00000418401
SRPX,9606.ENSP00000367794
SRSF1,9606.ENSP00000258962
SRSF10,9606.ENSP00000420195
SRSF2,9606.ENSP00000376276
SRSF3,9606.ENSP00000362820
SRSF6,9606.ENSP00000244020
SRSF7,9606.ENSP00000325905
SS18,9606.ENSP00000414516
SSB,9606.ENSP00000386636
SSBP1,9606.ENSP00000419665
SSH2,9606.ENSP00000444743
SSPN,9606.ENSP00000242729
SSR1,9606.ENSP00000244763
SSR3,9606.ENSP00000420641
SSRP1,9606.ENSP00000278412
ST14,9606.ENSP00000278742
ST3GAL4,9606.ENSP00000436047
ST3GAL5,9606.ENSP00000491316
ST3GAL6,9606.ENSP00000480884
ST6GAL1,9606.ENSP00000169298
ST6GALNAC2,9606.ENSP00000225276
ST8SIA4,9606.ENSP00000231461
STAB1,9606.ENSP00000312946
STAG1,9606.ENSP00000372689
STAG3,9606.ENSP00000477973
STAM,9606.ENSP00000366746
STAM2,9606.ENSP00000263904
STARD3,9606.ENSP00000337446
STARD4,9606.ENSP00000296632
STARD7,9606.ENSP00000338030
STAT1,9606.ENSP00000354394
STAT2,9606.ENSP00000315768
STAT3,9606.ENSP00000264657
STAT4,9606.ENSP00000351255
STAT5A,9606.ENSP00000341208
STAU1,9606.ENSP00000360922
STBD1,9606.ENSP00000237642
STC1,9606.ENSP00000290271
STC2,9606.ENSP00000265087
STEAP3,9606.ENSP00000376822
STEAP4,9606.ENSP00000369419
STIL,9606.ENSP00000360944
STIP1,9606.ENSP00000351646
STK25,9606.ENSP00000325748
STK38L,9606.ENSP00000373684
STK39,9606.ENSP00000348278
STMN1,9606.ENSP00000410452
STOM,9606.ENSP00000286713
STRBP,9606.ENSP00000321347
STRN,9606.ENSP00000263918
STS,9606.ENSP00000217961
STX12,9606.ENSP00000363054
STX16,9606.ENSP00000360183
STX3,9606.ENSP00000338562
STX4,9606.ENSP00000317714
STX5,9606.ENSP00000294179
STX7,9606.ENSP00000356918
STXBP1,9606.ENSP00000362399
SUCLA2,9606.ENSP00000494360
SUCLG1,9606.ENSP00000377446
SUCLG2,9606.ENSP00000419325
SULF2,9606.ENSP00000353007
SULT1A1,9606.ENSP00000378972
SULT2B1,9606.ENSP00000201586
SUN2,9606.ENSP00000385616
SUPT5H,9606.ENSP00000470252
SUPV3L1,9606.ENSP00000352678
SURF1,9606.ENSP00000361042
SUV39H1,9606.ENSP00000337976
SVIL,9606.ENSP00000348128
SWAP70,9606.ENSP00000315630
SYBU,9606.ENSP00000407118
SYK,9606.ENSP00000364898
SYMPK,9606.ENSP00000245934
SYNCRIP,9606.ENSP00000358635
SYNE1,9606.ENSP00000356224
SYNGR1,9606.ENSP00000332287
SYNGR2,9606.ENSP00000467600
SYNJ1,9606.ENSP00000409667
SYNJ2,9606.ENSP00000347792
SYNPO,9606.ENSP00000377789
SYT11,9606.ENSP00000357307
SYT12,9606.ENSP00000377520
SYT13,9606.ENSP00000020926
SYTL2,9606.ENSP00000318803
TACC3,9606.ENSP00000326550
TACR1,9606.ENSP00000303522
TAF10,9606.ENSP00000299424
TAF12,9606.ENSP00000263974
TAF13,9606.ENSP00000355051
TAF1C,9606.ENSP00000455265
TAF6,9606.ENSP00000399982
TAF9,9606.ENSP00000370193
TAGLN,9606.ENSP00000376678
TAL1,9606.ENSP00000294339
TALDO1,9606.ENSP00000321259
TANK,9606.ENSP00000259075
TAOK2,9606.ENSP00000310094
TAP1,9606.ENSP00000346206
TAP2,9606.ENSP00000364032
TAPBP,9606.ENSP00000404833
TARBP2,9606.ENSP00000266987
TARDBP,9606.ENSP00000240185
TARS1,9606.ENSP00000387710
TAT,9606.ENSP00000348234
TATDN2,9606.ENSP00000287652
TBC1D30,9606.ENSP00000440207
TBCD,9606.ENSP00000347719
TBK1,9606.ENSP00000329967
TBRG4,9606.ENSP00000258770
TCAP,9606.ENSP00000312624
TCEA1,9606.ENSP00000428426
TCF19,9606.ENSP00000365433
TCF7,9606.ENSP00000340347
TCF7L1,9606.ENSP00000282111
TCF7L2,9606.ENSP00000486891
TCIRG1,9606.ENSP00000265686
TCL1A,9606.ENSP00000451506
TCN2,9606.ENSP00000215838
TCOF1,9606.ENSP00000367028
TCP1,9606.ENSP00000317334
TDO2,9606.ENSP00000444788
TDRD7,9606.ENSP00000347444
TEAD4,9606.ENSP00000352926
TEKT2,9606.ENSP00000207457
TENM2,9606.ENSP00000427874
TENT4A,9606.ENSP00000488642
TENT5A,9606.ENSP00000318298
TENT5C,9606.ENSP00000358458
TES,9606.ENSP00000350937
TF,9606.ENSP00000385834
TFAP2B,9606.ENSP00000377265
TFAP2C,9606.ENSP00000201031
TFB2M,9606.ENSP00000355471
TFCP2L1,9606.ENSP00000263707
TFDP1,9606.ENSP00000364519
TFDP2,9606.ENSP00000420616
TFF1,9606.ENSP00000291527
TFF2,9606.ENSP00000291526
TFF3,9606.ENSP00000430690
TFPI,9606.ENSP00000233156
TFPI2,9606.ENSP00000222543
TFRC,9606.ENSP00000376197
TGFA,9606.ENSP00000404131
TGFB1,9606.ENSP00000221930
TGFB2,9606.ENSP00000355896
TGFB3,9606.ENSP00000238682
TGFBI,9606.ENSP00000416330
TGFBR1,9606.ENSP00000447297
TGFBR2,9606.ENSP00000351905
TGFBR3,9606.ENSP00000212355
TGFBRAP1,9606.ENSP00000377027
TGIF1,9606.ENSP00000327959
TGIF2,9606.ENSP00000362981
TGM1,9606.ENSP00000206765
TGM2,9606.ENSP00000355330
THBD,9606.ENSP00000366307
THBS1,9606.ENSP00000260356
THBS2,9606.ENSP00000355751
THBS3,9606.ENSP00000357362
THEM4,9606.ENSP00000357804
THNSL2,9606.ENSP00000327323
THRB,9606.ENSP00000379904
THSD4,9606.ENSP00000347484
THY1,9606.ENSP00000284240
TIAL1,9606.ENSP00000358089
TIAM1,9606.ENSP00000286827
TIMELESS,9606.ENSP00000450607
TIMM10,9606.ENSP00000257245
TIMM13,9606.ENSP00000215570
TIMM17A,9606.ENSP00000356256
TIMM50,9606.ENSP00000445806
TIMM8B,9606.ENSP00000438455
TIMM9,9606.ENSP00000378588
TIMP1,9606.ENSP00000218388
TIMP2,9606.ENSP00000262768
TIMP3,9606.ENSP00000266085
TIPARP,9606.ENSP00000420612
TIPIN,9606.ENSP00000261881
TJP1,9606.ENSP00000348416
TJP3,9606.ENSP00000465419
TK1,9606.ENSP00000468425
TK2,9606.ENSP00000299697
TKFC,9606.ENSP00000378360
TKT,9606.ENSP00000391481
TLE1,9606.ENSP00000365682
TLE3,9606.ENSP00000452871
TLE4,9606.ENSP00000365720
TLK1,9606.ENSP00000411099
TLR1,9606.ENSP00000354932
TLR2,9606.ENSP00000260010
TLR3,9606.ENSP00000296795
TLR6,9606.ENSP00000389600
TLR7,9606.ENSP00000370034
TLR8,9606.ENSP00000312082
TLX1,9606.ENSP00000359215
TM4SF1,9606.ENSP00000304277
TM7SF2,9606.ENSP00000279263
TM7SF3,9606.ENSP00000342322
TMBIM6,9606.ENSP00000389277
TMCC2,9606.ENSP00000350718
TMED10,9606.ENSP00000303145
TMED2,9606.ENSP00000262225
TMEM100,9606.ENSP00000465638
TMEM140,9606.ENSP00000275767
TMEM158,9606.ENSP00000422431
TMEM164,9606.ENSP00000361138
TMEM176A,9606.ENSP00000417626
TMEM176B,9606.ENSP00000410269
TMEM45A,9606.ENSP00000385089
TMEM50A,9606.ENSP00000363478
TMEM8B,9606.ENSP00000367230
TMEM97,9606.ENSP00000226230
TMEM9B,9606.ENSP00000433361
TMPO,9606.ENSP00000266732
TMPRSS2,9606.ENSP00000381588
TMPRSS3,9606.ENSP00000411013
TMPRSS6,9606.ENSP00000384964
TMX1,9606.ENSP00000393316
TNC,9606.ENSP00000265131
TNF,9606.ENSP00000398698
TNFAIP2,9606.ENSP00000452634
TNFAIP3,9606.ENSP00000481570
TNFAIP6,9606.ENSP00000243347
TNFAIP8,9606.ENSP00000427424
TNFRSF11B,9606.ENSP00000297350
TNFRSF12A,9606.ENSP00000326737
TNFRSF18,9606.ENSP00000328207
TNFRSF1A,9606.ENSP00000162749
TNFRSF1B,9606.ENSP00000365435
TNFRSF21,9606.ENSP00000296861
TNFRSF4,9606.ENSP00000368538
TNFRSF8,9606.ENSP00000263932
TNFRSF9,9606.ENSP00000478699
TNFSF10,9606.ENSP00000241261
TNFSF11,9606.ENSP00000381775
TNFSF15,9606.ENSP00000363157
TNFSF9,9606.ENSP00000245817
TNIP1,9606.ENSP00000317891
TNIP2,9606.ENSP00000321203
TNNC1,9606.ENSP00000232975
TNNC2,9606.ENSP00000361636
TNNI1,9606.ENSP00000354488
TNNI2,9606.ENSP00000371336
TNNI3,9606.ENSP00000341838
TNNT1,9606.ENSP00000467176
TNNT3,9606.ENSP00000370975
TNPO2,9606.ENSP00000407182
TNRC6B,9606.ENSP00000401946
TNS1,9606.ENSP00000171887
TOB1,9606.ENSP00000427695
TOGARAM1,9606.ENSP00000354917
TOM1L1,9606.ENSP00000460823
TOMM22,9606.ENSP00000216034
TOMM40,9606.ENSP00000410339
TOMM70,9606.ENSP00000284320
TOP1,9606.ENSP00000354522
TOP2A,9606.ENSP00000411532
TOPBP1,9606.ENSP00000260810
TOR1AIP2,9606.ENSP00000356584
TOR1B,9606.ENSP00000259339
TP53,9606.ENSP00000269305
TP53INP1,9606.ENSP00000344215
TP53INP2,9606.ENSP00000363943
TP63,9606.ENSP00000264731
TPBG,9606.ENSP00000358765
TPD52,9606.ENSP00000429309
TPD52L1,9606.ENSP00000306285
TPI1,9606.ENSP00000229270
TPM1,9606.ENSP00000351022
TPM2,9606.ENSP00000496494
TPM3,9606.ENSP00000498577
TPM4,9606.ENSP00000494125
TPRKB,9606.ENSP00000325398
TPSAB1,9606.ENSP00000343577
TPST1,9606.ENSP00000302413
TPST2,9606.ENSP00000339813
TPX2,9606.ENSP00000300403
TRA2B,9606.ENSP00000416959
TRAF1,9606.ENSP00000362994
TRAF2,9606.ENSP00000247668
TRAF4,9606.ENSP00000262395
TRAFD1,9606.ENSP00000257604
TRAIP,9606.ENSP00000328203
TRAK2,9606.ENSP00000328875
TRAT1,9606.ENSP00000295756
TRIAP1,9606.ENSP00000449795
TRIB1,9606.ENSP00000312150
TRIB2,9606.ENSP00000155926
TRIB3,9606.ENSP00000415416
TRIM14,9606.ENSP00000344208
TRIM21,9606.ENSP00000254436
TRIM25,9606.ENSP00000323889
TRIM26,9606.ENSP00000410446
TRIM28,9606.ENSP00000253024
TRIM29,9606.ENSP00000343129
TRIM33,9606.ENSP00000351250
TRIM5,9606.ENSP00000369373
TRIM58,9606.ENSP00000355437
TRIO,9606.ENSP00000339299
TRIP10,9606.ENSP00000320117
TRIP13,9606.ENSP00000166345
TRO,9606.ENSP00000173898
TROAP,9606.ENSP00000257909
TSC1,9606.ENSP00000298552
TSC2,9606.ENSP00000219476
TSC22D1,9606.ENSP00000397435
TSG101,9606.ENSP00000251968
TSKU,9606.ENSP00000434847
TSN,9606.ENSP00000374332
TSPAN1,9606.ENSP00000361072
TSPAN13,9606.ENSP00000262067
TSPAN4,9606.ENSP00000380553
TSPAN5,9606.ENSP00000307701
TSPAN7,9606.ENSP00000367743
TSPAN8,9606.ENSP00000377003
TSPO,9606.ENSP00000379563
TSPYL2,9606.ENSP00000364591
TST,9606.ENSP00000385828
TTC39A,9606.ENSP00000393952
TTC39B,9606.ENSP00000422496
TTK,9606.ENSP00000358813
TTPA,9606.ENSP00000260116
TUBA4A,9606.ENSP00000248437
TUBB,9606.ENSP00000339001
TUBB2A,9606.ENSP00000369703
TUBB2B,9606.ENSP00000259818
TUBD1,9606.ENSP00000320797
TUBG1,9606.ENSP00000251413
TUBGCP2,9606.ENSP00000446093
TUBGCP3,9606.ENSP00000261965
TUBGCP5,9606.ENSP00000480316
TUBGCP6,9606.ENSP00000248846
TUFM,9606.ENSP00000322439
TWSG1,9606.ENSP00000262120
TXN,9606.ENSP00000363641
TXNIP,9606.ENSP00000462521
TXNL4A,9606.ENSP00000269601
TXNRD1,9606.ENSP00000434516
TXNRD2,9606.ENSP00000383365
TYK2,9606.ENSP00000431885
TYMS,9606.ENSP00000315644
TYRO3,9606.ENSP00000263798
UAP1,9606.ENSP00000271469
UBA2,9606.ENSP00000246548
UBA7,9606.ENSP00000333266
UBAC1,9606.ENSP00000360821
UBC,9606.ENSP00000441543
UBE2C,9606.ENSP00000348838
UBE2D1,9606.ENSP00000363019
UBE2D3,9606.ENSP00000349722
UBE2E1,9606.ENSP00000303709
UBE2I,9606.ENSP00000348056
UBE2J1,9606.ENSP00000451261
UBE2L3,9606.ENSP00000400906
UBE2L6,9606.ENSP00000287156
UBE2N,9606.ENSP00000316176
UBE2S,9606.ENSP00000264552
UBE2T,9606.ENSP00000494957
UBQLN1,9606.ENSP00000365576
UBR7,9606.ENSP00000013070
UCHL5,9606.ENSP00000356421
UCK1,9606.ENSP00000361285
UCK2,9606.ENSP00000356853
UCP2,9606.ENSP00000499695
UFM1,9606.ENSP00000368970
UGCG,9606.ENSP00000363397
UGDH,9606.ENSP00000319501
UGP2,9606.ENSP00000338703
UGT2B17,9606.ENSP00000320401
UMPS,9606.ENSP00000232607
UNC119,9606.ENSP00000337040
UNC13B,9606.ENSP00000479261
UNC5C,9606.ENSP00000406022
UNG,9606.ENSP00000242576
UPF1,9606.ENSP00000470142
UPF3B,9606.ENSP00000276201
UPK3B,9606.ENSP00000334938
UPP1,9606.ENSP00000330032
UQCR10,9606.ENSP00000332887
UQCR11,9606.ENSP00000467262
UQCRB,9606.ENSP00000430494
UQCRC1,9606.ENSP00000203407
UQCRC2,9606.ENSP00000268379
UQCRFS1,9606.ENSP00000306397
UQCRH,9606.ENSP00000309565
UQCRQ,9606.ENSP00000367939
UROD,9606.ENSP00000246337
UROS,9606.ENSP00000357787
USO1,9606.ENSP00000264904
USP1,9606.ENSP00000343526
USP11,9606.ENSP00000218348
USP12,9606.ENSP00000282344
USP14,9606.ENSP00000261601
USP15,9606.ENSP00000280377
USP16,9606.ENSP00000334808
USP18,9606.ENSP00000215794
USP8,9606.ENSP00000379721
UTP20,9606.ENSP00000261637
UXT,9606.ENSP00000337393
VAMP3,9606.ENSP00000054666
VAMP4,9606.ENSP00000236192
VAMP5,9606.ENSP00000305647
VAMP7,9606.ENSP00000262640
VAMP8,9606.ENSP00000263864
VAPA,9606.ENSP00000345656
VASP,9606.ENSP00000245932
VAV2,9606.ENSP00000360916
VAV3,9606.ENSP00000359073
VBP1,9606.ENSP00000286428
VCAM1,9606.ENSP00000294728
VCAN,9606.ENSP00000265077
VCL,9606.ENSP00000211998
VCPIP1,9606.ENSP00000309031
VDAC1,9606.ENSP00000378487
VDAC2,9606.ENSP00000361635
VDAC3,9606.ENSP00000428845
VEGFB,9606.ENSP00000311127
VEGFC,9606.ENSP00000480043
VEZF1,9606.ENSP00000462337
VHL,9606.ENSP00000256474
VIM,9606.ENSP00000446007
VIPR1,9606.ENSP00000327246
VLDLR,9606.ENSP00000371532
VNN1,9606.ENSP00000356905
VPS28,9606.ENSP00000366565
VPS37B,9606.ENSP00000267202
VPS37D,9606.ENSP00000320416
VPS45,9606.ENSP00000495563
VPS4B,9606.ENSP00000238497
VPS50,9606.ENSP00000307666
VWA5A,9606.ENSP00000407726
VWF,9606.ENSP00000261405
WARS1,9606.ENSP00000347495
WAS,9606.ENSP00000365891
WASF1,9606.ENSP00000376367
WASF2,9606.ENSP00000483313
WASL,9606.ENSP00000223023
WDR1,9606.ENSP00000427687
WDR33,9606.ENSP00000325377
WDR37,9606.ENSP00000263150
WDR43,9606.ENSP00000384302
WDR74,9606.ENSP00000432119
WDR90,9606.ENSP00000293879
WEE1,9606.ENSP00000402084
WFS1,9606.ENSP00000226760
WIPF1,9606.ENSP00000376330
WIPI1,9606.ENSP00000262139
WIZ,9606.ENSP00000469534
WLS,9606.ENSP00000346829
WNK4,9606.ENSP00000246914
WNT2,9606.ENSP00000265441
WNT5A,9606.ENSP00000264634
WNT5B,9606.ENSP00000380379
WNT6,9606.ENSP00000233948
WRAP73,9606.ENSP00000270708
WRN,9606.ENSP00000298139
WSB1,9606.ENSP00000262394
WWC1,9606.ENSP00000427772
WWP1,9606.ENSP00000427793
WWTR1,9606.ENSP00000419465
XAF1,9606.ENSP00000354822
XBP1,9606.ENSP00000216037
XCL1,9606.ENSP00000356792
XDH,9606.ENSP00000368727
XIAP,9606.ENSP00000360242
XK,9606.ENSP00000367879
XPC,9606.ENSP00000285021
XPNPEP1,9606.ENSP00000421566
XPO1,9606.ENSP00000384863
XPO7,9606.ENSP00000252512
XPOT,9606.ENSP00000327821
XRCC3,9606.ENSP00000451974
XRCC5,9606.ENSP00000375978
XRCC6,9606.ENSP00000352257
XYLT2,9606.ENSP00000017003
YBX2,9606.ENSP00000007699
YIF1A,9606.ENSP00000366098
YIPF6,9606.ENSP00000417573
YKT6,9606.ENSP00000223369
YPEL1,9606.ENSP00000342832
YPEL5,9606.ENSP00000368835
YRDC,9606.ENSP00000362135
YTHDC1,9606.ENSP00000463982
YWHAB,9606.ENSP00000361930
YWHAE,9606.ENSP00000264335
YWHAG,9606.ENSP00000306330
YWHAH,9606.ENSP00000248975
YWHAQ,9606.ENSP00000371267
YWHAZ,9606.ENSP00000379287
ZAP70,9606.ENSP00000264972
ZBP1,9606.ENSP00000360215
ZBTB10,9606.ENSP00000387462
ZBTB16,9606.ENSP00000338157
ZBTB17,9606.ENSP00000364885
ZC2HC1C,9606.ENSP00000435550
ZC3H12A,9606.ENSP00000362179
ZC3H14,9606.ENSP00000251038
ZEB1,9606.ENSP00000354487
ZFP36,9606.ENSP00000471239
ZFP36L1,9606.ENSP00000337386
ZFPM2,9606.ENSP00000384179
ZMAT3,9606.ENSP00000311221
ZMIZ1,9606.ENSP00000334474
ZNF112,9606.ENSP00000337081
ZNF185,9606.ENSP00000440847
ZNF277,9606.ENSP00000354501
ZNF292,9606.ENSP00000358590
ZNF365,9606.ENSP00000387091
ZNF639,9606.ENSP00000325634
ZNF707,9606.ENSP00000436212
ZNFX1,9606.ENSP00000360817
ZW10,9606.ENSP00000200135
ZWINT,9606.ENSP00000363055
ZYX,9606.ENSP00000324422
