from,to,combined_score
9606.ENSP00000381736,9606.ENSP00000384952,754.0
9606.ENSP00000381736,9606.ENSP00000387262,809.0
9606.ENSP00000381736,9606.ENSP00000388183,817.0
9606.ENSP00000381736,9606.ENSP00000385958,866.0
9606.ENSP00000381736,9606.ENSP00000392709,961.0
9606.ENSP00000381736,9606.ENSP00000389649,999.0
9606.ENSP00000381775,9606.ENSP00000385675,810.0
9606.ENSP00000381775,9606.ENSP00000398698,831.0
9606.ENSP00000382004,9606.ENSP00000391592,936.0
9606.ENSP00000382004,9606.ENSP00000400010,980.0
9606.ENSP00000382004,9606.ENSP00000400175,986.0
9606.ENSP00000382090,9606.ENSP00000398017,800.0
9606.ENSP00000382423,9606.ENSP00000400175,861.0
9606.ENSP00000382423,9606.ENSP00000391669,909.0
9606.ENSP00000382423,9606.ENSP00000394560,956.0
9606.ENSP00000382628,9606.ENSP00000391090,902.0
9606.ENSP00000382697,9606.ENSP00000384273,925.0
9606.ENSP00000382697,9606.ENSP00000400175,999.0
9606.ENSP00000382707,9606.ENSP00000388001,812.0
9606.ENSP00000382707,9606.ENSP00000395590,847.0
9606.ENSP00000382783,9606.ENSP00000385300,714.0
9606.ENSP00000382783,9606.ENSP00000398017,786.0
9606.ENSP00000382805,9606.ENSP00000384863,862.0
9606.ENSP00000383003,9606.ENSP00000400175,704.0
9606.ENSP00000383053,9606.ENSP00000385205,746.0
9606.ENSP00000383178,9606.ENSP00000385757,830.0
9606.ENSP00000383178,9606.ENSP00000400175,965.0
9606.ENSP00000383274,9606.ENSP00000393324,945.0
9606.ENSP00000383690,9606.ENSP00000385035,703.0
9606.ENSP00000384018,9606.ENSP00000384851,705.0
9606.ENSP00000384018,9606.ENSP00000384273,760.0
9606.ENSP00000384018,9606.ENSP00000399982,833.0
9606.ENSP00000384018,9606.ENSP00000385523,996.0
9606.ENSP00000384018,9606.ENSP00000384371,999.0
9606.ENSP00000384053,9606.ENSP00000385675,769.0
9606.ENSP00000384053,9606.ENSP00000391592,849.0
9606.ENSP00000384053,9606.ENSP00000394227,999.0
9606.ENSP00000384092,9606.ENSP00000385675,829.0
9606.ENSP00000384092,9606.ENSP00000386104,965.0
9606.ENSP00000384273,9606.ENSP00000385751,721.0
9606.ENSP00000384273,9606.ENSP00000384849,745.0
9606.ENSP00000384273,9606.ENSP00000394560,954.0
9606.ENSP00000384273,9606.ENSP00000385675,986.0
9606.ENSP00000384273,9606.ENSP00000398698,997.0
9606.ENSP00000384302,9606.ENSP00000384952,748.0
9606.ENSP00000384302,9606.ENSP00000385410,836.0
9606.ENSP00000384302,9606.ENSP00000387365,864.0
9606.ENSP00000384302,9606.ENSP00000395772,925.0
9606.ENSP00000384302,9606.ENSP00000385958,979.0
9606.ENSP00000384371,9606.ENSP00000386559,702.0
9606.ENSP00000384371,9606.ENSP00000386884,709.0
9606.ENSP00000384371,9606.ENSP00000386165,764.0
9606.ENSP00000384675,9606.ENSP00000393312,987.0
9606.ENSP00000384849,9606.ENSP00000391090,740.0
9606.ENSP00000384849,9606.ENSP00000398124,829.0
9606.ENSP00000384849,9606.ENSP00000393139,851.0
9606.ENSP00000384949,9606.ENSP00000384999,919.0
9606.ENSP00000384952,9606.ENSP00000389356,714.0
9606.ENSP00000384952,9606.ENSP00000395590,828.0
9606.ENSP00000384952,9606.ENSP00000394560,840.0
9606.ENSP00000384952,9606.ENSP00000385958,895.0
9606.ENSP00000384952,9606.ENSP00000385725,928.0
9606.ENSP00000384973,9606.ENSP00000387262,979.0
9606.ENSP00000385057,9606.ENSP00000399797,811.0
9606.ENSP00000385300,9606.ENSP00000398017,702.0
9606.ENSP00000385312,9606.ENSP00000387123,794.0
9606.ENSP00000385410,9606.ENSP00000395772,889.0
9606.ENSP00000385432,9606.ENSP00000387286,723.0
9606.ENSP00000385477,9606.ENSP00000398017,705.0
9606.ENSP00000385477,9606.ENSP00000385675,708.0
9606.ENSP00000385523,9606.ENSP00000385675,722.0
9606.ENSP00000385523,9606.ENSP00000398698,810.0
9606.ENSP00000385523,9606.ENSP00000389814,914.0
9606.ENSP00000385523,9606.ENSP00000397908,974.0
9606.ENSP00000385675,9606.ENSP00000399324,703.0
9606.ENSP00000385675,9606.ENSP00000398632,821.0
9606.ENSP00000385675,9606.ENSP00000389600,863.0
9606.ENSP00000385675,9606.ENSP00000389814,890.0
9606.ENSP00000385675,9606.ENSP00000386884,921.0
9606.ENSP00000385675,9606.ENSP00000386559,930.0
9606.ENSP00000385675,9606.ENSP00000398368,956.0
9606.ENSP00000385675,9606.ENSP00000398698,994.0
9606.ENSP00000385675,9606.ENSP00000386380,997.0
9606.ENSP00000385725,9606.ENSP00000393388,713.0
9606.ENSP00000385725,9606.ENSP00000385958,867.0
9606.ENSP00000385725,9606.ENSP00000399982,904.0
9606.ENSP00000385828,9606.ENSP00000397261,839.0
9606.ENSP00000385958,9606.ENSP00000387710,813.0
9606.ENSP00000385958,9606.ENSP00000398131,921.0
9606.ENSP00000385958,9606.ENSP00000395590,924.0
9606.ENSP00000385958,9606.ENSP00000389356,946.0
9606.ENSP00000386380,9606.ENSP00000387211,824.0
9606.ENSP00000386380,9606.ENSP00000398698,996.0
9606.ENSP00000386541,9606.ENSP00000399376,709.0
9606.ENSP00000386541,9606.ENSP00000391211,999.0
9606.ENSP00000386541,9606.ENSP00000396937,999.0
9606.ENSP00000386559,9606.ENSP00000398655,776.0
9606.ENSP00000386559,9606.ENSP00000395704,868.0
9606.ENSP00000386559,9606.ENSP00000386884,903.0
9606.ENSP00000386559,9606.ENSP00000388620,920.0
9606.ENSP00000386559,9606.ENSP00000398632,938.0
9606.ENSP00000386559,9606.ENSP00000398698,958.0
9606.ENSP00000386559,9606.ENSP00000398568,987.0
9606.ENSP00000386559,9606.ENSP00000399168,996.0
9606.ENSP00000386636,9606.ENSP00000393388,765.0
9606.ENSP00000386884,9606.ENSP00000395704,797.0
9606.ENSP00000386884,9606.ENSP00000398698,814.0
9606.ENSP00000386884,9606.ENSP00000398632,994.0
9606.ENSP00000386896,9606.ENSP00000391669,711.0
9606.ENSP00000386896,9606.ENSP00000398632,743.0
9606.ENSP00000386896,9606.ENSP00000400365,861.0
9606.ENSP00000387123,9606.ENSP00000395708,946.0
9606.ENSP00000387262,9606.ENSP00000392812,853.0
9606.ENSP00000387262,9606.ENSP00000392709,901.0
9606.ENSP00000387282,9606.ENSP00000387286,732.0
9606.ENSP00000387365,9606.ENSP00000395772,857.0
9606.ENSP00000388001,9606.ENSP00000395590,916.0
9606.ENSP00000388183,9606.ENSP00000392709,800.0
9606.ENSP00000388183,9606.ENSP00000390265,990.0
9606.ENSP00000388620,9606.ENSP00000398568,839.0
9606.ENSP00000388658,9606.ENSP00000400101,809.0
9606.ENSP00000389356,9606.ENSP00000395590,922.0
9606.ENSP00000389600,9606.ENSP00000398698,756.0
9606.ENSP00000389814,9606.ENSP00000398698,871.0
9606.ENSP00000391090,9606.ENSP00000393139,911.0
9606.ENSP00000391211,9606.ENSP00000396937,999.0
9606.ENSP00000391669,9606.ENSP00000400175,764.0
9606.ENSP00000391826,9606.ENSP00000393312,785.0
9606.ENSP00000392025,9606.ENSP00000398698,985.0
9606.ENSP00000392709,9606.ENSP00000392985,806.0
9606.ENSP00000392812,9606.ENSP00000398655,919.0
9606.ENSP00000392906,9606.ENSP00000400175,753.0
9606.ENSP00000393312,9606.ENSP00000397297,712.0
9606.ENSP00000393312,9606.ENSP00000398632,848.0
9606.ENSP00000393312,9606.ENSP00000396198,998.0
9606.ENSP00000393312,9606.ENSP00000399324,999.0
9606.ENSP00000393379,9606.ENSP00000394560,904.0
9606.ENSP00000394560,9606.ENSP00000395708,907.0
9606.ENSP00000394560,9606.ENSP00000400175,939.0
9606.ENSP00000395294,9606.ENSP00000398698,747.0
9606.ENSP00000396722,9606.ENSP00000399376,728.0
9606.ENSP00000398568,9606.ENSP00000398698,808.0
9606.ENSP00000398632,9606.ENSP00000400175,783.0
9606.ENSP00000398632,9606.ENSP00000398698,822.0
9606.ENSP00000398632,9606.ENSP00000399324,874.0
9606.ENSP00000398632,9606.ENSP00000400365,945.0
9606.ENSP00000398698,9606.ENSP00000399168,761.0
9606.ENSP00000398698,9606.ENSP00000400175,779.0
9606.ENSP00000398890,9606.ENSP00000399168,965.0
9606.ENSP00000400906,9606.ENSP00000418960,719.0
9606.ENSP00000400906,9606.ENSP00000441543,794.0
9606.ENSP00000400906,9606.ENSP00000428968,905.0
9606.ENSP00000400906,9606.ENSP00000424827,979.0
9606.ENSP00000400906,9606.ENSP00000427793,986.0
9606.ENSP00000401010,9606.ENSP00000435585,759.0
9606.ENSP00000401010,9606.ENSP00000432660,764.0
9606.ENSP00000401010,9606.ENSP00000427687,941.0
9606.ENSP00000401010,9606.ENSP00000414906,992.0
9606.ENSP00000401018,9606.ENSP00000450607,991.0
9606.ENSP00000401018,9606.ENSP00000405726,999.0
9606.ENSP00000401303,9606.ENSP00000408695,723.0
9606.ENSP00000401303,9606.ENSP00000419260,761.0
9606.ENSP00000401303,9606.ENSP00000451828,771.0
9606.ENSP00000401303,9606.ENSP00000447297,845.0
9606.ENSP00000401303,9606.ENSP00000407586,860.0
9606.ENSP00000401303,9606.ENSP00000403459,911.0
9606.ENSP00000401303,9606.ENSP00000417273,969.0
9606.ENSP00000401303,9606.ENSP00000452786,972.0
9606.ENSP00000401303,9606.ENSP00000405330,990.0
9606.ENSP00000401303,9606.ENSP00000428924,991.0
9606.ENSP00000401437,9606.ENSP00000433560,736.0
9606.ENSP00000401445,9606.ENSP00000434995,721.0
9606.ENSP00000401445,9606.ENSP00000448665,887.0
9606.ENSP00000401445,9606.ENSP00000426909,905.0
9606.ENSP00000401564,9606.ENSP00000421592,706.0
9606.ENSP00000401564,9606.ENSP00000444029,766.0
9606.ENSP00000401564,9606.ENSP00000419425,787.0
9606.ENSP00000401564,9606.ENSP00000438483,810.0
9606.ENSP00000401564,9606.ENSP00000446215,999.0
9606.ENSP00000401888,9606.ENSP00000437125,776.0
9606.ENSP00000401888,9606.ENSP00000408695,917.0
9606.ENSP00000401888,9606.ENSP00000409581,958.0
9606.ENSP00000401888,9606.ENSP00000403701,969.0
9606.ENSP00000401888,9606.ENSP00000451828,992.0
9606.ENSP00000401888,9606.ENSP00000407586,999.0
9606.ENSP00000401888,9606.ENSP00000419060,999.0
9606.ENSP00000401907,9606.ENSP00000441954,981.0
9606.ENSP00000401907,9606.ENSP00000405004,995.0
9606.ENSP00000402060,9606.ENSP00000418070,990.0
9606.ENSP00000402084,9606.ENSP00000451828,794.0
9606.ENSP00000402084,9606.ENSP00000432768,801.0
9606.ENSP00000402084,9606.ENSP00000442068,895.0
9606.ENSP00000402723,9606.ENSP00000403701,980.0
9606.ENSP00000402723,9606.ENSP00000409581,981.0
9606.ENSP00000402723,9606.ENSP00000441765,999.0
9606.ENSP00000403172,9606.ENSP00000404121,714.0
9606.ENSP00000403172,9606.ENSP00000437125,780.0
9606.ENSP00000403172,9606.ENSP00000418401,823.0
9606.ENSP00000403172,9606.ENSP00000432119,889.0
9606.ENSP00000403172,9606.ENSP00000424870,902.0
9606.ENSP00000403172,9606.ENSP00000410746,978.0
9606.ENSP00000403172,9606.ENSP00000449328,999.0
9606.ENSP00000403172,9606.ENSP00000426909,999.0
9606.ENSP00000403172,9606.ENSP00000447001,999.0
9606.ENSP00000403362,9606.ENSP00000451300,703.0
9606.ENSP00000403362,9606.ENSP00000403701,717.0
9606.ENSP00000403362,9606.ENSP00000409667,867.0
9606.ENSP00000403453,9606.ENSP00000440826,793.0
9606.ENSP00000403495,9606.ENSP00000410481,999.0
9606.ENSP00000403536,9606.ENSP00000404203,956.0
9606.ENSP00000403701,9606.ENSP00000419325,752.0
9606.ENSP00000403701,9606.ENSP00000434034,818.0
9606.ENSP00000403701,9606.ENSP00000424827,936.0
9606.ENSP00000403701,9606.ENSP00000419060,959.0
9606.ENSP00000403701,9606.ENSP00000409581,986.0
9606.ENSP00000403701,9606.ENSP00000451828,997.0
9606.ENSP00000404092,9606.ENSP00000426191,781.0
9606.ENSP00000404092,9606.ENSP00000411532,796.0
9606.ENSP00000404121,9606.ENSP00000451080,702.0
9606.ENSP00000404121,9606.ENSP00000436679,715.0
9606.ENSP00000404121,9606.ENSP00000421592,789.0
9606.ENSP00000404121,9606.ENSP00000416959,813.0
9606.ENSP00000404121,9606.ENSP00000451291,985.0
9606.ENSP00000404131,9606.ENSP00000407586,704.0
9606.ENSP00000404131,9606.ENSP00000451828,764.0
9606.ENSP00000404131,9606.ENSP00000428184,777.0
9606.ENSP00000404131,9606.ENSP00000422464,934.0
9606.ENSP00000404190,9606.ENSP00000438483,714.0
9606.ENSP00000404190,9606.ENSP00000412292,757.0
9606.ENSP00000404190,9606.ENSP00000428489,775.0
9606.ENSP00000404190,9606.ENSP00000411532,882.0
9606.ENSP00000404203,9606.ENSP00000428845,747.0
9606.ENSP00000404658,9606.ENSP00000430432,943.0
9606.ENSP00000404833,9606.ENSP00000440288,742.0
9606.ENSP00000404854,9606.ENSP00000451712,800.0
9606.ENSP00000405004,9606.ENSP00000447297,960.0
9606.ENSP00000405004,9606.ENSP00000442656,979.0
9606.ENSP00000405004,9606.ENSP00000441954,994.0
9606.ENSP00000405068,9606.ENSP00000432119,827.0
9606.ENSP00000405068,9606.ENSP00000411010,972.0
9606.ENSP00000405068,9606.ENSP00000446184,998.0
9606.ENSP00000405252,9606.ENSP00000440045,775.0
9606.ENSP00000405330,9606.ENSP00000407586,715.0
9606.ENSP00000405330,9606.ENSP00000445162,731.0
9606.ENSP00000405330,9606.ENSP00000452871,731.0
9606.ENSP00000405330,9606.ENSP00000438574,744.0
9606.ENSP00000405330,9606.ENSP00000419060,746.0
9606.ENSP00000405330,9606.ENSP00000444810,883.0
9606.ENSP00000405330,9606.ENSP00000430432,903.0
9606.ENSP00000405330,9606.ENSP00000451828,913.0
9606.ENSP00000405330,9606.ENSP00000437125,919.0
9606.ENSP00000405330,9606.ENSP00000437955,948.0
9606.ENSP00000405330,9606.ENSP00000441875,985.0
9606.ENSP00000405330,9606.ENSP00000418960,999.0
9606.ENSP00000405453,9606.ENSP00000415743,817.0
9606.ENSP00000405573,9606.ENSP00000410833,729.0
9606.ENSP00000405573,9606.ENSP00000425809,879.0
9606.ENSP00000405573,9606.ENSP00000437783,927.0
9606.ENSP00000405573,9606.ENSP00000423674,962.0
9606.ENSP00000405573,9606.ENSP00000437402,976.0
9606.ENSP00000405573,9606.ENSP00000445175,976.0
9606.ENSP00000405573,9606.ENSP00000408025,992.0
9606.ENSP00000405726,9606.ENSP00000408295,728.0
9606.ENSP00000405726,9606.ENSP00000442068,765.0
9606.ENSP00000405726,9606.ENSP00000426191,778.0
9606.ENSP00000405726,9606.ENSP00000434024,795.0
9606.ENSP00000405726,9606.ENSP00000418960,796.0
9606.ENSP00000405726,9606.ENSP00000420176,796.0
9606.ENSP00000405726,9606.ENSP00000418915,860.0
9606.ENSP00000405726,9606.ENSP00000428489,874.0
9606.ENSP00000405726,9606.ENSP00000411532,917.0
9606.ENSP00000405726,9606.ENSP00000450607,997.0
9606.ENSP00000406157,9606.ENSP00000419970,720.0
9606.ENSP00000406157,9606.ENSP00000446828,975.0
9606.ENSP00000406367,9606.ENSP00000434034,802.0
9606.ENSP00000407182,9606.ENSP00000446215,807.0
9606.ENSP00000407182,9606.ENSP00000444029,852.0
9606.ENSP00000407182,9606.ENSP00000436679,924.0
9606.ENSP00000407336,9606.ENSP00000429707,968.0
9606.ENSP00000407336,9606.ENSP00000425759,980.0
9606.ENSP00000407336,9606.ENSP00000430494,981.0
9606.ENSP00000407336,9606.ENSP00000417142,999.0
9606.ENSP00000407336,9606.ENSP00000419087,999.0
9606.ENSP00000407336,9606.ENSP00000441126,999.0
9606.ENSP00000407336,9606.ENSP00000418438,999.0
9606.ENSP00000407586,9606.ENSP00000428924,772.0
9606.ENSP00000407586,9606.ENSP00000451828,896.0
9606.ENSP00000407586,9606.ENSP00000422435,926.0
9606.ENSP00000407586,9606.ENSP00000408695,937.0
9606.ENSP00000407586,9606.ENSP00000435412,946.0
9606.ENSP00000407586,9606.ENSP00000418915,990.0
9606.ENSP00000407586,9606.ENSP00000419260,998.0
9606.ENSP00000407586,9606.ENSP00000419060,999.0
9606.ENSP00000408025,9606.ENSP00000437955,713.0
9606.ENSP00000408295,9606.ENSP00000418960,756.0
9606.ENSP00000408295,9606.ENSP00000426191,999.0
9606.ENSP00000408411,9606.ENSP00000437955,730.0
9606.ENSP00000408411,9606.ENSP00000440288,899.0
9606.ENSP00000408411,9606.ENSP00000437125,949.0
9606.ENSP00000408411,9606.ENSP00000447730,992.0
9606.ENSP00000408617,9606.ENSP00000434024,728.0
9606.ENSP00000408617,9606.ENSP00000437955,783.0
9606.ENSP00000408617,9606.ENSP00000453095,944.0
9606.ENSP00000408695,9606.ENSP00000421710,701.0
9606.ENSP00000408695,9606.ENSP00000452786,723.0
9606.ENSP00000408695,9606.ENSP00000428924,914.0
9606.ENSP00000408695,9606.ENSP00000419060,937.0
9606.ENSP00000408695,9606.ENSP00000426909,970.0
9606.ENSP00000409346,9606.ENSP00000431885,869.0
9606.ENSP00000409581,9606.ENSP00000434034,731.0
9606.ENSP00000409581,9606.ENSP00000432660,733.0
9606.ENSP00000409581,9606.ENSP00000424827,745.0
9606.ENSP00000409581,9606.ENSP00000442658,832.0
9606.ENSP00000409581,9606.ENSP00000419060,919.0
9606.ENSP00000409581,9606.ENSP00000451828,990.0
9606.ENSP00000409667,9606.ENSP00000419260,704.0
9606.ENSP00000409667,9606.ENSP00000422793,930.0
9606.ENSP00000410269,9606.ENSP00000417626,999.0
9606.ENSP00000410339,9606.ENSP00000438455,751.0
9606.ENSP00000410339,9606.ENSP00000441875,767.0
9606.ENSP00000410339,9606.ENSP00000428845,852.0
9606.ENSP00000410339,9606.ENSP00000445806,971.0
9606.ENSP00000410715,9606.ENSP00000434034,705.0
9606.ENSP00000410746,9606.ENSP00000432119,800.0
9606.ENSP00000410746,9606.ENSP00000426909,895.0
9606.ENSP00000410746,9606.ENSP00000449328,975.0
9606.ENSP00000410746,9606.ENSP00000447001,979.0
9606.ENSP00000411355,9606.ENSP00000415743,770.0
9606.ENSP00000411355,9606.ENSP00000431445,857.0
9606.ENSP00000411355,9606.ENSP00000438406,860.0
9606.ENSP00000411355,9606.ENSP00000416523,977.0
9606.ENSP00000411355,9606.ENSP00000428924,981.0
9606.ENSP00000411532,9606.ENSP00000426503,708.0
9606.ENSP00000411532,9606.ENSP00000412292,733.0
9606.ENSP00000411532,9606.ENSP00000438483,742.0
9606.ENSP00000411532,9606.ENSP00000418960,836.0
9606.ENSP00000411532,9606.ENSP00000442068,876.0
9606.ENSP00000411532,9606.ENSP00000428489,958.0
9606.ENSP00000411960,9606.ENSP00000413575,718.0
9606.ENSP00000412292,9606.ENSP00000428489,849.0
9606.ENSP00000412566,9606.ENSP00000421592,762.0
9606.ENSP00000412566,9606.ENSP00000451291,889.0
9606.ENSP00000412566,9606.ENSP00000451080,936.0
9606.ENSP00000412566,9606.ENSP00000433919,994.0
9606.ENSP00000413720,9606.ENSP00000418915,860.0
9606.ENSP00000414359,9606.ENSP00000441543,950.0
9606.ENSP00000414982,9606.ENSP00000427985,726.0
9606.ENSP00000415243,9606.ENSP00000447297,736.0
9606.ENSP00000415243,9606.ENSP00000441954,812.0
9606.ENSP00000415416,9606.ENSP00000448665,931.0
9606.ENSP00000415416,9606.ENSP00000451828,998.0
9606.ENSP00000415454,9606.ENSP00000436047,727.0
9606.ENSP00000415536,9606.ENSP00000418960,791.0
9606.ENSP00000415536,9606.ENSP00000440100,845.0
9606.ENSP00000415536,9606.ENSP00000445162,968.0
9606.ENSP00000415536,9606.ENSP00000428426,986.0
9606.ENSP00000415743,9606.ENSP00000422607,857.0
9606.ENSP00000415743,9606.ENSP00000452786,861.0
9606.ENSP00000415743,9606.ENSP00000428924,987.0
9606.ENSP00000416066,9606.ENSP00000416561,725.0
9606.ENSP00000416255,9606.ENSP00000446576,727.0
9606.ENSP00000416255,9606.ENSP00000417686,839.0
9606.ENSP00000416255,9606.ENSP00000426909,943.0
9606.ENSP00000416255,9606.ENSP00000437125,970.0
9606.ENSP00000416255,9606.ENSP00000433664,984.0
9606.ENSP00000416255,9606.ENSP00000419449,996.0
9606.ENSP00000416255,9606.ENSP00000425561,999.0
9606.ENSP00000416293,9606.ENSP00000451828,708.0
9606.ENSP00000416293,9606.ENSP00000444408,775.0
9606.ENSP00000416293,9606.ENSP00000445175,863.0
9606.ENSP00000416293,9606.ENSP00000437955,902.0
9606.ENSP00000416330,9606.ENSP00000452786,771.0
9606.ENSP00000416338,9606.ENSP00000449089,984.0
9606.ENSP00000416515,9606.ENSP00000419851,807.0
9606.ENSP00000416959,9606.ENSP00000451080,765.0
9606.ENSP00000416959,9606.ENSP00000421592,869.0
9606.ENSP00000416959,9606.ENSP00000420195,956.0
9606.ENSP00000416959,9606.ENSP00000451291,968.0
9606.ENSP00000417142,9606.ENSP00000430598,882.0
9606.ENSP00000417142,9606.ENSP00000429707,938.0
9606.ENSP00000417142,9606.ENSP00000425759,989.0
9606.ENSP00000417142,9606.ENSP00000419087,998.0
9606.ENSP00000417142,9606.ENSP00000418438,999.0
9606.ENSP00000417142,9606.ENSP00000430494,999.0
9606.ENSP00000417142,9606.ENSP00000441126,999.0
9606.ENSP00000417273,9606.ENSP00000451828,703.0
9606.ENSP00000417273,9606.ENSP00000428924,717.0
9606.ENSP00000417273,9606.ENSP00000432660,832.0
9606.ENSP00000417378,9606.ENSP00000429690,998.0
9606.ENSP00000417378,9606.ENSP00000434729,999.0
9606.ENSP00000417378,9606.ENSP00000430282,999.0
9606.ENSP00000417401,9606.ENSP00000418194,765.0
9606.ENSP00000417686,9606.ENSP00000436679,819.0
9606.ENSP00000417686,9606.ENSP00000421592,851.0
9606.ENSP00000417686,9606.ENSP00000425561,936.0
9606.ENSP00000417901,9606.ENSP00000434729,719.0
9606.ENSP00000418008,9606.ENSP00000424328,986.0
9606.ENSP00000418037,9606.ENSP00000431885,834.0
9606.ENSP00000418401,9606.ENSP00000447001,829.0
9606.ENSP00000418401,9606.ENSP00000424870,968.0
9606.ENSP00000418438,9606.ENSP00000429707,894.0
9606.ENSP00000418438,9606.ENSP00000430494,906.0
9606.ENSP00000418438,9606.ENSP00000425759,961.0
9606.ENSP00000418438,9606.ENSP00000419087,996.0
9606.ENSP00000418438,9606.ENSP00000441126,999.0
9606.ENSP00000418915,9606.ENSP00000434024,768.0
9606.ENSP00000418915,9606.ENSP00000418960,832.0
9606.ENSP00000418915,9606.ENSP00000451828,866.0
9606.ENSP00000418915,9606.ENSP00000419060,892.0
9606.ENSP00000418915,9606.ENSP00000440005,940.0
9606.ENSP00000418915,9606.ENSP00000437955,956.0
9606.ENSP00000418915,9606.ENSP00000427108,958.0
9606.ENSP00000418960,9606.ENSP00000438483,747.0
9606.ENSP00000418960,9606.ENSP00000426191,887.0
9606.ENSP00000418960,9606.ENSP00000441543,888.0
9606.ENSP00000418960,9606.ENSP00000434614,923.0
9606.ENSP00000418960,9606.ENSP00000438574,943.0
9606.ENSP00000418960,9606.ENSP00000451974,953.0
9606.ENSP00000418960,9606.ENSP00000430432,953.0
9606.ENSP00000418960,9606.ENSP00000451828,993.0
9606.ENSP00000418960,9606.ENSP00000434024,999.0
9606.ENSP00000419060,9606.ENSP00000451828,783.0
9606.ENSP00000419060,9606.ENSP00000437125,806.0
9606.ENSP00000419087,9606.ENSP00000429707,774.0
9606.ENSP00000419087,9606.ENSP00000430494,913.0
9606.ENSP00000419087,9606.ENSP00000425759,944.0
9606.ENSP00000419087,9606.ENSP00000441126,998.0
9606.ENSP00000419243,9606.ENSP00000429200,828.0
9606.ENSP00000419260,9606.ENSP00000421710,717.0
9606.ENSP00000419260,9606.ENSP00000419325,769.0
9606.ENSP00000419260,9606.ENSP00000428924,982.0
9606.ENSP00000419260,9606.ENSP00000451828,994.0
9606.ENSP00000419325,9606.ENSP00000426909,799.0
9606.ENSP00000419411,9606.ENSP00000420161,927.0
9606.ENSP00000419425,9606.ENSP00000444029,714.0
9606.ENSP00000419425,9606.ENSP00000449328,741.0
9606.ENSP00000419425,9606.ENSP00000446215,773.0
9606.ENSP00000419425,9606.ENSP00000437125,777.0
9606.ENSP00000419425,9606.ENSP00000432660,880.0
9606.ENSP00000419425,9606.ENSP00000434024,923.0
9606.ENSP00000419449,9606.ENSP00000425915,703.0
9606.ENSP00000419449,9606.ENSP00000433664,764.0
9606.ENSP00000419449,9606.ENSP00000441543,774.0
9606.ENSP00000419449,9606.ENSP00000425561,792.0
9606.ENSP00000419449,9606.ENSP00000426909,984.0
9606.ENSP00000419465,9606.ENSP00000437550,997.0
9606.ENSP00000419665,9606.ENSP00000449328,728.0
9606.ENSP00000419665,9606.ENSP00000442563,778.0
9606.ENSP00000419692,9606.ENSP00000430432,730.0
9606.ENSP00000419692,9606.ENSP00000427514,773.0
9606.ENSP00000419692,9606.ENSP00000440100,865.0
9606.ENSP00000419692,9606.ENSP00000440864,990.0
9606.ENSP00000419851,9606.ENSP00000420295,902.0
9606.ENSP00000420176,9606.ENSP00000442563,922.0
9606.ENSP00000420195,9606.ENSP00000451291,889.0
9606.ENSP00000420213,9606.ENSP00000432660,829.0
9606.ENSP00000420213,9606.ENSP00000452786,911.0
9606.ENSP00000420295,9606.ENSP00000421710,760.0
9606.ENSP00000420295,9606.ENSP00000426786,763.0
9606.ENSP00000420641,9606.ENSP00000427463,730.0
9606.ENSP00000420641,9606.ENSP00000426167,927.0
9606.ENSP00000420927,9606.ENSP00000451828,780.0
9606.ENSP00000421326,9606.ENSP00000432660,871.0
9606.ENSP00000421592,9606.ENSP00000444029,708.0
9606.ENSP00000421592,9606.ENSP00000425561,725.0
9606.ENSP00000421592,9606.ENSP00000451080,887.0
9606.ENSP00000421592,9606.ENSP00000451291,895.0
9606.ENSP00000421592,9606.ENSP00000436679,999.0
9606.ENSP00000422435,9606.ENSP00000435412,916.0
9606.ENSP00000422464,9606.ENSP00000451040,876.0
9606.ENSP00000422607,9606.ENSP00000438689,841.0
9606.ENSP00000423190,9606.ENSP00000444788,715.0
9606.ENSP00000423190,9606.ENSP00000443459,889.0
9606.ENSP00000423602,9606.ENSP00000428924,964.0
9606.ENSP00000423822,9606.ENSP00000434516,874.0
9606.ENSP00000423822,9606.ENSP00000446252,907.0
9606.ENSP00000424571,9606.ENSP00000447297,741.0
9606.ENSP00000424827,9606.ENSP00000451828,755.0
9606.ENSP00000424827,9606.ENSP00000437550,857.0
9606.ENSP00000424827,9606.ENSP00000428924,920.0
9606.ENSP00000424827,9606.ENSP00000441543,995.0
9606.ENSP00000424870,9606.ENSP00000426909,850.0
9606.ENSP00000424870,9606.ENSP00000449328,873.0
9606.ENSP00000424870,9606.ENSP00000447001,903.0
9606.ENSP00000425561,9606.ENSP00000443985,730.0
9606.ENSP00000425561,9606.ENSP00000426909,751.0
9606.ENSP00000425561,9606.ENSP00000437955,756.0
9606.ENSP00000425561,9606.ENSP00000451828,788.0
9606.ENSP00000425561,9606.ENSP00000436679,795.0
9606.ENSP00000425561,9606.ENSP00000433664,999.0
9606.ENSP00000425759,9606.ENSP00000441126,970.0
9606.ENSP00000425759,9606.ENSP00000429707,999.0
9606.ENSP00000425759,9606.ENSP00000430494,999.0
9606.ENSP00000425915,9606.ENSP00000434516,728.0
9606.ENSP00000425915,9606.ENSP00000426909,768.0
9606.ENSP00000426191,9606.ENSP00000450607,706.0
9606.ENSP00000426503,9606.ENSP00000438574,857.0
9606.ENSP00000426503,9606.ENSP00000441543,983.0
9606.ENSP00000426638,9606.ENSP00000438689,817.0
